"gene","gene_name","logFC","logCPM","F","PValue","FDR","description"
"103814287","INSIG2",0.678081218985967,5.002004631710562,25.935041599022387,1.62936041972175e-6,3.951742137965151e-4,"insulin induced gene 2"
"127059046","P2RY1",-2.056975374800899,1.1065853060896436,25.880747476756692,1.666272319321747e-6,3.953412194147293e-4,"purinergic receptor P2Y1"
"103817174","LHFPL4",-1.105213683215761,-0.27055294104984035,25.76180796463259,1.7501497932473498e-6,4.0640712432982076e-4,"LHFPL tetraspan subfamily member 4"
"103815370","LOC103815370",-1.6585164218122672,0.617043572200132,25.597119683613993,1.8734697906983285e-6,4.1567680148370565e-4,"deoxyribodipyrimidine photo-lyase-like"
"103824223","TAF1",-0.5206761915487106,6.111615683297428,25.558948769561567,1.9032990051835037e-6,4.1567680148370565e-4,"TATA-box binding protein associated factor 1"
"103817845","MPRIP",-0.7452103458179209,5.666415582159472,25.557642453941334,1.9043283923570902e-6,4.1567680148370565e-4,"myosin phosphatase Rho interacting protein"
"103819753","LOC103819753",-0.7414542626848843,1.7691001172642242,25.406203127159365,2.0276053980246315e-6,4.3390755517727116e-4,"uncharacterized LOC103819753"
"103824112","STARD4",-1.5817861108007933,0.649331941607522,25.234140254954177,2.1776134879212115e-6,4.54055505549569e-4,"StAR related lipid transfer domain containing 4"
"108963651","LOC108963651",-1.6500921163841917,-0.14691825879289414,25.196845677719782,2.2115966630945344e-6,4.54055505549569e-4,"uncharacterized LOC108963651"
"103816456","SYTL4",-1.801129360683089,-0.0318939046652107,25.15907777783778,2.246563798760924e-6,4.54055505549569e-4,"synaptotagmin like 4"
"127060817","LOC127060817",-1.8569951675133252,1.5808718600640044,25.112474531875808,2.290491213175249e-6,4.5451674728353943e-4,"arginine-glutamic acid dipeptide repeats protein-like"
"103816586","ATP11C",-0.36681103155953526,7.438051934363806,25.002668313463552,2.3974976556005353e-6,4.6725516809329e-4,"ATPase phospholipid transporting 11C"
"103815028","ECHDC2",-1.3209095459820173,3.4818591069297953,24.78229904079658,2.627935412545064e-6,4.984583846915431e-4,"enoyl-CoA hydratase domain containing 2"
"103822013","CPAMD8",-1.5003029230536198,4.375719464562386,24.7631992346726,2.648945053336036e-6,4.984583846915431e-4,"C3 and PZP like alpha-2-macroglobulin domain containing 8"
"108964088","LOC108964088",-0.5668858807443534,7.143734435308228,24.39372034254498,3.090954457294641e-6,5.717741855409104e-4,"chromodomain-helicase-DNA-binding protein 8-like"
"103824777","NCOA1",-0.7923692477122222,3.3214140537089856,24.2670052477612,3.2593467806551594e-6,5.928751794011735e-4,"nuclear receptor coactivator 1"
"103820938","ZBTB48",-0.5479797692588564,4.429679091300463,24.110137524361,3.4808746968104603e-6,6.150285086924505e-4,"zinc finger and BTB domain containing 48"
"103822514","SLC35B4",-0.8333855629745048,2.859558427515185,24.072681676766525,3.5360096992770368e-6,6.150285086924505e-4,"solute carrier family 35 member B4"
"103816359","IDS",-1.8615017321903216,-0.7706253272501211,24.038541604915114,3.58704154672065e-6,6.150285086924505e-4,"iduronate 2-sulfatase"
"103824949","BMP1",4.147286523749044,-1.758166588360067,24.025625321275022,3.6065443060579833e-6,6.150285086924505e-4,"bone morphogenetic protein 1"
"103818075","YPEL1",0.48003594570818375,8.435317948443291,23.948657328373823,3.725030312368209e-6,6.23043504332554e-4,"yippee like 1"
"103822266","VWCE",-0.9713909378990087,2.249612561036556,23.88311179227786,3.8290670279401535e-6,6.23043504332554e-4,"von Willebrand factor C and EGF domains"
"103827129",NA,3.380858917408574,1.845900770771102,23.87415650187985,3.8435101491000295e-6,6.23043504332554e-4,NA
"103817944","WDR90",-0.8336052190624946,2.9467923309855686,23.85052508338032,3.881890992726193e-6,6.23043504332554e-4,"WD repeat domain 90"
"127061181","LOC127061181",-0.7730790018196315,2.3719401397837405,23.797674714220754,3.96915220357952e-6,6.278163355053171e-4,"BRD4-interacting chromatin-remodeling complex-associated protein-like"
"103814354","LOC103814354",-0.4191488034674471,4.573737255397329,23.760338252553613,4.03200511404584e-6,6.286471973528042e-4,"tubulin monoglutamylase TTLL4"
"103826677","LARGE2",-0.72564219824219,1.4405344376034963,23.661080532980865,4.204093258199885e-6,6.462461101407542e-4,"LARGE xylosyl- and glucuronyltransferase 2"
"127061168","LOC127061168",-1.7599548353762808,1.521210349048423,23.564558621651223,4.3786441487445195e-6,6.637294755471901e-4,"protein TASOR 2-like"
"103824735","LOC103824735",-0.7395188544722014,1.7907548317013477,23.467511732799853,4.561622507565355e-6,6.819938088707985e-4,"guanine nucleotide-binding protein G(q) subunit alpha-like"
"103815174","LOC103815174",-2.141165748276573,-0.7939753401473794,23.310260420893005,4.874877547150682e-6,7.138040983529981e-4,"mucin-5AC-like"
"103812282","GPR180",0.3901869327969413,3.617996306382646,23.273522734836195,4.951179443676042e-6,7.138040983529981e-4,"G protein-coupled receptor 180"
"103813870","POLL",-0.9366488316747493,2.439253705057117,23.264265315106314,4.970598449223736e-6,7.138040983529981e-4,"DNA polymerase lambda"
"108961920","LOC108961920",4.6624277130092455,-0.49648362985175537,23.16702347329467,5.179347332984629e-6,7.215188065935952e-4,"uncharacterized LOC108961920"
"127061056","LOC127061056",2.4762866922387374,-1.0351614975284467,23.165743234883028,5.182154615291781e-6,7.215188065935952e-4,"uncharacterized protein DDB_G0290301-like"
"103823426","JCHAIN",3.2035119486203576,4.828911423271567,23.14735481289347,5.222648499257286e-6,7.215188065935952e-4,"joining chain of multimeric IgA and IgM"
"103823791","MZB1",2.2340005214155756,3.1391297530400837,23.045524237627756,5.452824851257231e-6,7.439016303327678e-4,"marginal zone B and B1 cell specific protein"
"103824130","EXOC6B",-0.6784886677942844,2.0199959198607362,22.95969770474863,5.654870768080189e-6,7.619414760842862e-4,"exocyst complex component 6B"
"103814915","MCOLN3",0.5627559143877321,5.652143594608273,22.770589858908618,6.127515305440677e-6,8.058602485032012e-4,"mucolipin-3"
"103815989","RREB1",-0.43934926691962006,7.964702105402099,22.7702133519786,6.128495567689729e-6,8.058602485032012e-4,"ras responsive element binding protein 1"
"103816483","MARS2",-0.7784790893530178,2.7620128271149613,22.563788525385096,6.6908386641295054e-6,8.670706156402136e-4,"methionyl-tRNA synthetase 2, mitochondrial"
"103824408","LCMT2",-1.0183649614201256,1.2738156799286444,22.542107542091635,6.752886414643407e-6,8.670706156402136e-4,"leucine carboxyl methyltransferase 2"
"127061258","LOC127061258",-0.5929897388157739,2.8533796779854517,22.506601895410512,6.855772111584238e-6,8.700453119282602e-4,"procollagen galactosyltransferase 1-like"
"103821358","C1D",0.7402477389862733,4.840777779734802,22.45295516728622,7.014276053330943e-6,8.799288373109645e-4,"C1D nuclear receptor corepressor"
"103816137","PPIP5K1",-0.47941626755462097,3.3894181718132703,22.30881732299488,7.458969842548618e-6,9.250817825179047e-4,"diphosphoinositol pentakisphosphate kinase 1"
"103823336","AP4B1",-0.544788666792065,4.82412865381089,22.125287634354248,8.067236809858653e-6,9.877896841153694e-4,"adaptor related protein complex 4 subunit beta 1"
"103818779","NECAB3",-0.7991160043650842,3.590219723249627,22.102679099742627,8.145599374233392e-6,9.877896841153694e-4,"N-terminal EF-hand calcium binding protein 3"
"103824142","LOC103824142",-0.7800167512380112,2.857803920262885,22.03228557136963,8.3946103821662e-6,0.0010067997550655154,"cullin-associated NEDD8-dissociated protein 1-like"
"108962424","LOC108962424",4.255851171941135,2.8858148166387583,21.90240177313745,8.874698022740583e-6,0.0010462373544339505,"uncharacterized LOC108962424"
"103823677","LOC103823677",1.937574201882671,2.667107285352201,21.875313048336757,8.97831507817146e-6,0.0010462373544339505,"T-cell-interacting, activating receptor on myeloid cells protein 1-like"
"103823182","SNX33",-1.0441821780075746,1.860535084023823,21.86682839358155,9.011023576762996e-6,0.0010462373544339505,"sorting nexin 33"
"127060475","SARS2",-0.39856264514927275,3.3111942335285183,21.820938081113756,9.190055969874641e-6,0.0010557923247917036,"seryl-tRNA synthetase 2, mitochondrial"
"103826850","KIAA0586",-0.5221413285630879,2.4002310863205576,21.795194123666047,9.292080144342169e-6,0.0010563933614099004,"KIAA0586 ortholog"
"103823000","LOC103823000",-0.4478279624667785,6.566029186618442,21.69626984855936,9.695021867236474e-6,0.0010739281861078418,"TLC domain-containing protein 5-like"
"103827160","FBXO40",-0.8060478178859248,1.4104326651045296,21.689683980047224,9.72247406161164e-6,0.0010739281861078418,"F-box protein 40"
"103816018","FBN1",-1.3690654829995932,1.2057417613634354,21.68512725515292,9.741514607355354e-6,0.0010739281861078418,"fibrillin 1"
"103826417","ANKRD9",-0.511183622726561,5.265890606858094,21.428228650670643,1.0879079964280472e-5,0.0011856418806650097,"ankyrin repeat domain 9"
"103818732","PSMA7",-0.5366484052076735,6.508563618737151,21.408445422519797,1.0972130286527944e-5,0.0011856418806650097,"proteasome 20S subunit alpha 7"
"103818993","NUP214",-0.3429836148782131,4.5200820396130474,21.278578698832824,1.1603515760793356e-5,0.0012364707898373064,"nucleoporin 214"
"103815499","MTERF4",-0.8308946333251587,0.7826726848446764,21.26550682406194,1.1669093948437105e-5,0.0012364707898373064,"mitochondrial transcription termination factor 4"
"115484495","LOC115484495",-1.190664070771371,4.585696653686057,21.07868134085894,1.2648894804318631e-5,0.001323756188622629,"twist-related protein 2-like"
"103821222","PIGG",-0.6302873778412245,1.7512597411255861,21.042544414544835,1.2847925371898638e-5,0.001323756188622629,"phosphatidylinositol glycan anchor biosynthesis class G"
"103813942","ERCC6",0.3845098153136286,5.5604338116486165,21.040962280606074,1.2856712112332662e-5,0.001323756188622629,"ERCC excision repair 6, chromatin remodeling factor"
"103819581","CYB5R3",0.43522622161813507,6.531703633616741,20.99415259825448,1.3119481264264617e-5,0.001338187088954991,"NADH-cytochrome b5 reductase 3"
"103824235","PLP1",-1.6043447597771048,-0.2500015076145647,20.931757217669425,1.347830947437858e-5,0.0013620580518830354,"proteolipid protein 1"
"103822083","LGR4",-0.7158997190689578,2.2454110416775754,20.90491775446102,1.3635733841374304e-5,0.0013653247627959555,"leucine rich repeat containing G protein-coupled receptor 4"
"103815780","MID1IP1",-0.8139234276906979,6.234114169376345,20.805580696331003,1.4234938222275356e-5,0.0014123646887083021,"MID1 interacting protein 1"
"103815738","CBR1",0.7131354112487235,3.657470423013729,20.682940053806508,1.5012044013775417e-5,0.0014743238525323187,"carbonyl reductase 1"
"DOP1B","DOP1B",-1.0079258038719578,4.072402029373689,20.6553796273559,1.5192573822002656e-5,0.0014743238525323187,"DOP1 leucine zipper like protein B"
"103820133","NUFIP2",-0.28325116260091565,6.172170925497059,20.63178351572038,1.53489005739028e-5,0.0014743238525323187,"nuclear FMR1 interacting protein 2"
"103822887","SUB1",0.4821373644986612,4.031122644925345,20.624160572127554,1.5399754369496455e-5,0.0014743238525323187,"SUB1 regulator of transcription"
"103819318","PEX13",0.30867265806048594,6.347600021471002,20.53069702321652,1.6037464149687417e-5,0.0015220250759103346,"peroxisomal biogenesis factor 13"
"103818187","TMED2",0.31189559470666517,6.451137845249764,20.344184917406192,1.7392060996066534e-5,0.0016363530492333634,"transmembrane p24 trafficking protein 2"
"103826142","ALG2",1.0776660553796544,0.9326742498041313,20.264960333439344,1.8002366426164528e-5,0.0016741227899423178,"ALG2 alpha-1,3/1,6-mannosyltransferase"
"103818060","LOC103818060",2.191789118762976,5.919093323349209,20.252505990665203,1.8100283050503344e-5,0.0016741227899423178,"Ig lambda chain C region-like"
"103816414","ZC4H2",0.5303668283109026,2.4746303693623486,20.187139369211156,1.8623208910881288e-5,0.001708014302969398,"zinc finger C4H2-type containing"
"103819792","ADAP2",1.5178492777403354,2.0655473699799587,20.15860246654979,1.8856325090931673e-5,0.0017149827670202356,"ArfGAP with dual PH domains 2"
"103818704","SESN1",0.4687065898153388,4.600573379528447,20.126515787199953,1.9122008676308184e-5,0.0017247735759770867,"sestrin 1"
"103816311","ENOX2",-0.2529765072611659,6.0359737497323085,20.06386325986736,1.965188178693091e-5,0.0017580380149390489,"ecto-NOX disulfide-thiol exchanger 2"
"103820018","LOC103820018",-1.6670693432730745,-0.29346370186472986,19.990186524331744,2.0294260376750836e-5,0.0017972367981846122,"TBC1 domain family member 24-like"
"103814446","GPR155",-0.4461567166377616,6.9997028840706665,19.95819171033846,2.0579874072454753e-5,0.0017972367981846122,"G protein-coupled receptor 155"
"103817544","EGR1",-1.2271822989558245,2.129785392058192,19.95772446224431,2.058407547856666e-5,0.0017972367981846122,"early growth response 1"
"103818870","LAMA5",-1.9880499349959249,-1.0738467132191003,19.928339316140825,2.085007250161615e-5,0.0018060134228780845,"laminin subunit alpha 5"
"103821287","SECISBP2",-0.7209456823128084,6.182102974149249,19.7645757967798,2.2398275117105012e-5,0.0019248407451030243,"SECIS binding protein 2"
"103826316","GNPNAT1",0.7346966514906402,0.8104372968168968,19.74310984845495,2.2609758823495274e-5,0.0019278352171845892,"glucosamine-phosphate N-acetyltransferase 1"
"103812739","FZD8",-1.4507299748294344,0.9842018387157617,19.480701709081146,2.5366533208879814e-5,0.0021356414775625917,"frizzled class receptor 8"
"103824127","CHERP",-0.49742562224960213,5.14496889215543,19.474268601183475,2.543828038144923e-5,0.0021356414775625917,"calcium homeostasis endoplasmic reticulum protein"
"103822196","DISP1",-0.5847265732847892,2.6080128637638866,19.405585133937677,2.6217366761987446e-5,0.002184246876643748,"dispatched RND transporter family member 1"
"103824624","PRKAG1",-0.4877900774748616,5.40943323258567,19.386840702481695,2.643420040004791e-5,0.0021856277512585067,"protein kinase AMP-activated non-catalytic subunit gamma 1"
"103815164","B4GALT2",-0.3954659683954551,7.0770925092797015,19.312734428997313,2.7309587028560194e-5,0.0022086471972221945,"beta-1,4-galactosyltransferase 2"
"TASOR2","TASOR2",-1.4709033881472402,1.748057442146918,19.3124408366359,2.731311350520461e-5,0.0022086471972221945,"transcription activation suppressor family member 2"
"103820176","MED13",-0.5905944229121507,8.472223252849174,19.31189132568645,2.7319715193787453e-5,0.0022086471972221945,"mediator complex subunit 13"
"103816761","CBFA2T3",-0.9850236590394453,6.944550795205076,19.281218554131456,2.7690812516983055e-5,0.00222218770448789,"CBFA2/RUNX1 partner transcriptional co-repressor 3"
"103818745","RAB22A",-0.4739432670994949,3.931146708716497,19.242528362064885,2.8166280411151975e-5,0.0022438451416592164,"RAB22A, member RAS oncogene family"
"103815742","MX1",2.2154254758445115,7.246773665529736,19.20157980134486,2.8678611971940204e-5,0.0022521181484694373,"interferon-induced GTP-binding protein Mx-like"
"103824361","UBR4",-0.42089155893144004,11.86297628905886,19.194013888901843,2.87743128125279e-5,0.0022521181484694373,"ubiquitin protein ligase E3 component n-recognin 4"
"103822998","POU2F3",-2.615313067846133,0.48382634441619476,19.184491710541952,2.889522318840397e-5,0.0022521181484694373,"POU class 2 homeobox 3"
"103820436","MDM1",0.5318896504497419,2.179054423746871,19.168805829837943,2.9095534078632097e-5,0.0022521181484694373,"Mdm1 nuclear protein"
"103820497","PYROXD1",-0.8772453872496335,1.0912002742719455,19.081793583401648,3.0232797411377368e-5,0.002323667260195582,"pyridine nucleotide-disulphide oxidoreductase domain 1"
"103821174","TRANK1",2.367341529898185,7.831184349988111,19.050443850378112,3.065360926661162e-5,0.00233953490584475,"tetratricopeptide repeat and ankyrin repeat containing 1"
"103819541","AGGF1",-0.4134748367300638,3.3590652389350675,18.96250321649404,3.1866344660138506e-5,0.0024152033723663312,"angiogenic factor with G-patch and FHA domains 1"
"103820475","LOC103820475",0.632118309793498,1.796898479657116,18.934588207656525,3.226148851105705e-5,0.002428288866273632,"aldo-keto reductase family 1 member B1-like"
"103822130","LOC103822130",-1.3165818493597354,2.606902336280581,18.822863537931266,3.3893868751756266e-5,0.0025336827640867667,"mas-related G-protein coupled receptor member H-like"
"103814462","ANXA13",1.159529932181591,5.50923353837584,18.723757654486143,3.5412602798068554e-5,0.002629205081211702,"annexin A13"
"103819926","PGS1",-0.3607567336553744,4.559570891177018,18.575971963811465,3.780787600828328e-5,0.002788075396989214,"phosphatidylglycerophosphate synthase 1"
"103813055","MYD88",1.3736353145694469,5.764690713705371,18.5433211679461,3.83590812402124e-5,0.0028097383399709945,"MYD88 innate immune signal transduction adaptor"
"103821905","BTBD2",-0.40537663966249915,4.307188361209469,18.519542020298186,3.876569012599442e-5,0.0028205916135673544,"BTB domain containing 2"
"103821938","PLPP2",-0.6035729941919856,6.495593395539565,18.439178301803427,4.017282015921985e-5,0.0029036169484617583,"phospholipid phosphatase 2"
"103817103","FGD3",0.39413569904305074,4.290122964098512,18.37753390503223,4.1287557976577905e-5,0.002964555314186653,"FYVE, RhoGEF and PH domain containing 3"
"103825041","LOC103825041",-1.6381900256889623,4.227249159958634,18.30413203051895,4.265632839201056e-5,0.003037931757461005,"tenascin-X-like"
"103813579","TAF3",-0.3000278724870986,5.859951735719347,18.293092153019405,4.286618019507007e-5,0.003037931757461005,"TATA-box binding protein associated factor 3"
"103817161","COL7A1",-1.445236452772957,-0.2597786080484179,18.25581503286197,4.3582608121085833e-5,0.0030619266118285726,"collagen type VII alpha 1 chain"
"103818234","MMP11",-2.3616809729820836,-1.7287527237812859,18.24638106664845,4.376585591398729e-5,0.0030619266118285726,"matrix metallopeptidase 11"
"103826002","PLA2G12A",0.6292576668343912,6.852345935114707,18.188689374666176,4.4903772355374745e-5,0.003121527206920764,"phospholipase A2 group XIIA"
"103817653","TRRAP",-0.3731651736726054,5.451905650896873,18.12420560180368,4.6211577228551526e-5,0.0031921085688127303,"transformation/transcription domain associated protein"
"103815552","LXN",-1.4215755830310253,1.7955931939580942,18.098180092238202,4.6750394775554773e-5,0.0032090176640277033,"latexin"
"103823730","PSAP",0.2617485694722489,9.683555424595228,18.047621766756542,4.7815592634407554e-5,0.0032475168666615786,"prosaposin"
"103822055","APC2",-0.8893229307607523,1.2251404060281825,18.04336619633305,4.790637855346474e-5,0.0032475168666615786,"APC regulator of WNT signaling pathway 2"
"103824533","PIAS4",-0.2750175640785535,5.19377952453191,17.84556713128283,5.232694151886032e-5,0.00352528543047433,"protein inhibitor of activated STAT 4"
"103816739","HSBP1",0.2522343329869135,5.5173632416172405,17.7189275162605,5.537456681199178e-5,0.003679365769253705,"heat shock factor binding protein 1"
"103820948","TNFRSF1B",0.7472753837802592,2.0838074741328576,17.695512283274386,5.595768395938913e-5,0.003679365769253705,"TNF receptor superfamily member 1B"
"103824916","MED14",-0.3933496814254123,4.665905603256714,17.694992037854128,5.597071098994845e-5,0.003679365769253705,"mediator complex subunit 14"
"103815336","ECE2",-1.076279518069812,1.8811444468611946,17.692849916523603,5.6024382797013066e-5,0.003679365769253705,"endothelin converting enzyme 2"
"103813411","CEP290",-0.6173835158409232,5.578830384240751,17.681897606746517,5.62996228207228e-5,0.003679365769253705,"centrosomal protein 290"
"103820921","PANK4",-0.7529929574007673,5.270752724581091,17.65674088231835,5.6937087800945395e-5,0.003698877239639988,"pantothenate kinase 4 (inactive)"
"103816584","TRMT12",-0.5132161903942266,1.5470008426929964,17.613931974128217,5.8038902391563934e-5,0.0037470278961981573,"tRNA methyltransferase 12 homolog"
"103816897","SPATA2L",-0.7581603520856149,1.3566531970868922,17.601424660489588,5.836492050152893e-5,0.0037470278961981573,"spermatogenesis associated 2 like"
"103821429","RPL7L1",0.3840211691542333,4.554219348240363,17.448354902974216,6.251026876163565e-5,0.003972394105753014,"ribosomal protein L7 like 1"
"103820654","RPP25L",-0.5592185349700004,4.273137862327111,17.43359993109904,6.292547331854084e-5,0.003972394105753014,"ribonuclease P/MRP subunit p25 like"
"103819927","USP36",-0.4731775468800486,4.060476145971843,17.43212210701719,6.296721461382366e-5,0.003972394105753014,"ubiquitin specific peptidase 36"
"127060482","LOC127060482",-0.7807968477488663,3.875131064312815,17.3979960404427,6.393904026567054e-5,0.003990559581614633,"class I histocompatibility antigen, F10 alpha chain-like"
"103823225","LOC103823225",0.3055538941898824,4.755986457538045,17.396345449975275,6.398643272700758e-5,0.003990559581614633,"ketosamine-3-kinase-like"
"108961548","LOC108961548",-0.5699772876364559,2.4061434294278814,17.343514649558067,6.552249753035195e-5,0.004045289756698625,"uncharacterized LOC108961548"
"103819738","SOCS3",-1.1272251849933324,3.8760149053406217,17.34070279281107,6.560530391567315e-5,0.004045289756698625,"suppressor of cytokine signaling 3"
"103824534","EEF2",-0.584744751462983,11.505546323071023,17.29299836110158,6.702660751141588e-5,0.00410971008078423,"eukaryotic translation elongation factor 2"
"103823958","SHC1",-0.7776827634737373,4.991822858485107,17.25620003471187,6.814450256437863e-5,0.004154911178701834,"SHC adaptor protein 1"
"103821280","SLC44A1",-0.789717589431495,2.4779436780432036,17.19218716912975,7.013487970615229e-5,0.0042375644321995115,"solute carrier family 44 member 1"
"103821784","ADAM11",-1.0271883207145402,0.6319276581709995,17.177539617606666,7.059863669441623e-5,0.0042375644321995115,"ADAM metallopeptidase domain 11"
"127060138","LOC127060138",0.8534989554198665,3.0984930879561747,17.175454751202118,7.066490073852951e-5,0.0042375644321995115,"uncharacterized LOC127060138"
"103817299","HMGXB3",-0.3310045607401279,4.209047215684361,17.142455299699588,7.172226241344545e-5,0.0042774686993461404,"HMG-box containing 3"
