"cluster","gene_label","description","gene","logFC_infection","logFC_diet","logFC_interaction","FDR_infection","FDR_diet","FDR_interaction","logFC_inf_lipid","logFC_inf_protein","FDR_inf_lipid","FDR_inf_protein"
1,"ACLY","ATP citrate lyase","103821599",0.07497413594731547,-0.4175540686461922,0.3675831732939775,0.5277562628781259,0.008060562866238484,0.1480864649509921,-0.10881745069967327,0.2587657225943042,0.5237770638091912,0.19899606456012014
1,"BIN2","bridging integrator 2","103823910",0.0713911483891063,-0.366776435753026,0.3151637900152871,0.5951190738133342,0.03926463476944163,0.29985799633655974,-0.08619074661853596,0.22897304339675115,0.6679409163503464,0.3162652238662548
1,"LEPR","leptin receptor","103815223",0.10272141331188543,-0.5177158765458943,2.923598390628454,0.8917527758166186,0.5594576269155187,0.005465705279738606,-1.3590777820023416,1.564520608626115,0.0527651326352798,0.057606295237167426
1,"LOC103823117","protein O-GlcNAcase-like","103823117",0.16526944241364688,-0.5694317786513268,2.5014251663247844,0.788576702423802,0.5113510184607107,0.017011887854984184,-1.0854431407487428,1.4159820255760391,0.11973671780822966,0.09871992412557877
1,"FAM162A","family with sequence similarity 162 member A","103812449",0.18732863954067028,-1.7375573283803305,1.935266908951487,0.7622892387775938,0.029166478723315094,0.1112671525841871,-0.780304814935072,1.1549620940164151,0.307367121737734,0.24272960822077472
1,"CRYM","crystallin mu","103817679",0.08760985542970415,-1.0304323870331507,2.3228499773917752,0.8923057426219525,0.2139069902321205,0.04298745326536862,-1.073815133266182,1.249034844125593,0.1434622840552149,0.197837003536018
1,"FBXO31","F-box protein 31","103816873",0.07798843951029699,-0.9018048728199928,1.9156565421073508,0.8674681110236091,0.11713511155159397,0.018212606892518666,-0.8798398315433784,1.0358167105639724,0.0899531408659277,0.13449717909936817
1,"LDAF1","lipid droplet assembly factor 1","103817682",0.04381532408696693,-0.8808234076964258,2.0683586923166315,0.9370822259890127,0.1796433375698978,0.0222536490563114,-0.9903640220713489,1.0779946702452827,0.08700097681695372,0.16619541456230844
1,"LOC103817771","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,"MMP9","matrix metallopeptidase 9","103818645",0.2772425860629213,-0.76521528724223,0.6633331509667929,0.27914581038137604,0.039739379351704886,0.2917453676796778,-0.05442398942047519,0.6089091615463178,0.9067002027145281,0.18844022463256338
1,"TMCC3","transmembrane and coiled-coil domain family 3","103813396",0.2295561481555339,-0.5529998687584653,0.5829407568517233,0.1720691704466376,0.026677509489568096,0.14125314436057565,-0.06191423027032648,0.5210265265813968,0.8386307037770107,0.09667514955297092
1,"SEMA7A","semaphorin 7A (John Milton Hagen blood group)","103823217",0.23149925833366208,-0.5928883760272996,0.6041517975592061,0.25547528075844017,0.04876229724460134,0.21009259534405395,-0.07057664044593971,0.5335751571132664,0.844297693586681,0.1586780876256579
1,"LOC127061149","basic proline-rich protein-like","127061149",0.20026644516487083,-0.34814819786405593,0.36178733750037945,0.06695619893942274,0.033637189046706054,0.16421800469686013,0.01937277641468109,0.38116011391506055,0.9249269200460825,0.05287110626923405
1,"ANKRD22","ankyrin repeat domain 22","103813936",0.2533606552191598,-1.0020687290306005,0.42147121914170227,0.38706573529564586,0.0168273589057249,0.6314182629597943,0.04262504564830866,0.4640962647900109,0.9346253222904519,0.4029862474530581
1,"FA2H","fatty acid 2-hydroxylase","103816827",0.33317984449583427,-0.5032678310432668,0.5031556412207135,0.038179118660361604,0.03523275667635807,0.18612389038765223,0.08160202388547749,0.5847576651061911,0.7705404093204465,0.0351363092080642
1,"RFLNB","refilin B","103820328",0.28007216189344364,-0.6422449532619752,0.4272671783813703,0.08675491144768345,0.00798114406805562,0.31022952720702524,0.06643857270275849,0.4937057510841288,0.8213740539910463,0.10426218894143752
1,"RBBP8NL","RBBP8 N-terminal like","103818728",0.3736953229947989,-1.1419851862130599,0.9466950046207478,0.23215252327317942,0.013809796843676047,0.20371702182685017,-0.0996521793155763,0.8470428253051716,0.8579287360830574,0.15459698127395063
1,"MTG2","mitochondrial ribosome associated GTPase 2","103818874",0.24541804322020017,-1.0619991079435624,0.7468242750037135,0.36210217259793304,0.0049875486453390796,0.2391430232963675,-0.1279940942816579,0.6188301807220556,0.7766528050078532,0.20229574826819885
1,"NT5C1B","5'-nucleotidase, cytosolic IB","103820752",0.27882416407792654,-0.9018857174543023,0.9107599441081708,0.25442933782133037,0.010734281439740843,0.0980237956074616,-0.1765558079761576,0.7342041361320133,0.6592740500083288,0.09902927472242559
1,"JUND","JunD proto-oncogene, AP-1 transcription factor subunit","127060940",0.33914890305208567,-1.063509605401005,1.5183511191391243,0.16630508736600524,0.0027568075756616304,0.004777220353644445,-0.4200266565174753,1.098324462621649,0.2384295815763241,0.008163125603462135
1,"TPBG","trophoblast glycoprotein","103822468",0.19733817385213603,-0.6744731981525884,1.1238708130379036,0.4602840893446968,0.07690575711674766,0.04264346459999993,-0.364597232666817,0.7592735803710865,0.3204214213668487,0.09902927472242559
1,"MIX23","mitochondrial matrix import factor 23","MIX23",0.1945580884888622,-1.3217338936676952,1.1458301739035097,0.6701636672065865,0.032294522836253343,0.2559957338390726,-0.37835699846289267,0.7674731754406171,0.5448084827031621,0.34465844743724017
1,"SZT2","SZT2 subunit of KICSTOR complex","103814956",0.03772788518813462,-0.21071292805300199,0.6097709739693664,0.8046621339311325,0.31154452468962796,0.026086457961312107,-0.26715760179654857,0.34261337217281784,0.13095203396754687,0.14076795676935225
1,"ELK4","ETS transcription factor ELK4","103822311",0.03699726300685312,-0.08658385588731389,0.5694601899913041,0.779825158823051,0.6913341291081234,0.018212606892518666,-0.24773283198879764,0.32172735800250646,0.11210884566091159,0.1120333097979047
1,"TMEM237","transmembrane protein 237","103814503",0.13845334918817495,-0.19347843178395752,0.9380213784725315,0.5309755980422967,0.6132572732796847,0.035294676230219084,-0.3305573400480921,0.6074640384244394,0.25794484119949296,0.09970397730288683
1,"PFKFB2","6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 2","103822399",0.13603049137126866,-0.05883039223099313,0.7460978253000262,0.44349784588420066,0.8781470844871936,0.04298745326536862,-0.23701842127874576,0.5090794040212805,0.3359690217359611,0.09871992412557877
1,"NUDT2","nudix hydrolase 2","103820656",0.005912558033511327,-0.5597256583574574,1.051900189979226,0.9865640148332322,0.1272670187552243,0.043649023625455315,-0.5200375369561017,0.5318626530231243,0.11761898448836561,0.22006971954509996
1,"HEXIM1","HEXIM P-TEFb complex subunit 1","103825557",0.007642703984236505,-0.6197329836075697,0.6478988808987258,0.9713168777605367,0.003749432826526421,0.0505027750396163,-0.3163067364651264,0.3315921444335994,0.1331817809374598,0.22580921711916654
1,"LOC127059521","basic proline-rich protein-like","127059521",0.026391898989328012,-0.8115672797904807,0.9102404225140263,0.9411494775433946,0.04458731158650814,0.14827744467459655,-0.4287283122676864,0.48151211024633983,0.2657132160025699,0.3565013550138939
1,"PROK2","prokineticin 2","103817093",0.08555395781405536,-1.0998555217821304,0.9122522696975484,0.8435618291336301,0.03523275667635807,0.30328367935824646,-0.37057217703471884,0.5416800926628296,0.4868631159254614,0.43589008141071234
1,"RAB44","RAB44, member RAS oncogene family","103822412",0.07972578832460889,-1.0856192333732244,1.084371273745683,0.6910304868005437,6.77865740618115e-6,0.004331188727295255,-0.4624598485482339,0.6219114251974491,0.055861332027796425,0.042960625058478565
1,"VWDE","von Willebrand factor D and EGF domains","103813124",0.04417923422638725,-1.381268939320456,0.6168364917459783,0.9292314211203295,0.013075615968263706,0.5906908237403431,-0.2642390116466032,0.35259748009937514,0.6694912922809247,0.6678331752240999
1,"ABHD3","abhydrolase domain containing 3, phospholipase","103827002",0.06694687532193855,-0.7790042832459516,0.7316280893309506,0.7540998294380882,0.002862851339286738,0.07480175094317336,-0.298867169343538,0.43276091998741256,0.255451072968747,0.20229574826819885
1,"IER5L","immediate early response 5 like","103819145",0.08921712722754957,-0.7858850147477169,0.7208727078246018,0.7776167832182194,0.047553177475081095,0.2744239276166507,-0.2712192266847513,0.44965348113985043,0.5120303511666792,0.3790938141302698
1,"LOC103824465","hemoglobin subunit beta-like","103824465",0.08449441354259589,-0.7840963310473829,0.783052648367874,0.7803628842416162,0.03757304116363056,0.19636028092309807,-0.30703191064134244,0.47602073772653164,0.4214280990616434,0.326977433979586
1,"UBR5","ubiquitin protein ligase E3 component n-recognin 5","103813940",-0.02901138042506889,-0.2997683339026264,0.22356077364256452,0.8160975674176904,0.04772532811690396,0.415890325757742,-0.14079176724635178,0.08276900639621401,0.34952099009771276,0.7176928159177378
1,"NCDN","neurochondrin","103822601",-0.03868009165094908,-0.22489969676445615,0.29839075677442545,0.6505261822452697,0.045971721061913336,0.07969137299858538,-0.1878754700381618,0.11051528673626364,0.07353080032807666,0.462212959704368
1,"ANKS1A","ankyrin repeat and sterile alpha motif domain containing 1A","103823293",-0.027907594184979467,-0.2233505916479108,0.31989926428302196,0.7539127378825492,0.04772532811690396,0.05760389473436898,-0.18785722632648916,0.13204203795653277,0.07408124505854431,0.3672008551256249
1,"DGCR2","DiGeorge syndrome critical region gene 2","103818270",-0.03765767196588109,-0.18458888225172193,0.2532374575276319,0.5894167296598991,0.04650879773628255,0.06994611485378159,-0.16427640072969701,0.08896105679793485,0.05654207875856861,0.4721929794350836
1,"GRB2","growth factor receptor bound protein 2","103819847",-0.029949787818362248,-0.1556245808438166,0.2685976094793087,0.6400422261032294,0.07001603825272479,0.03225511182383572,-0.1642485925580166,0.10434901692129211,0.0347315441458825,0.339826116485383
1,"DYNC1I2","dynein cytoplasmic 1 intermediate chain 2","103814431",-0.05857967351085466,-0.25120865856485874,0.21065555370357808,0.49049898853674184,0.03092112710364931,0.28621750976567334,-0.1639074503626437,0.046748103340934384,0.14102149590633467,0.801233573681307
1,"TBCC","tubulin folding cofactor C","103821456",-0.052735926215327356,-0.228059558954976,0.17700770427925125,0.5298357789078045,0.04594352640591683,0.3830899971100318,-0.14123977835495172,0.03576792592429955,0.19741903674431366,0.8509252693967659
1,"FAT4","FAT atypical cadherin 4","103821438",-0.03884766768213923,-0.7415597618356929,0.23561132244109456,0.8947498252348081,0.03219810076169281,0.7704951481739256,-0.1566533289026878,0.07895799353840677,0.6848347324742524,0.8949811353375666
1,"FAM177A1","family with sequence similarity 177 member A1","103826934",-0.06044606041003581,-0.4802374722468743,0.25731809752891094,0.6788330813913441,0.009981702315374543,0.47248780940610474,-0.1891051091744913,0.06821298835441968,0.31236843706174416,0.8222832382272786
1,"CDK13","cyclin dependent kinase 13","103812600",-0.09506226024925044,-0.1918457778940555,0.20382864358179403,0.13757029060182727,0.04650879773628255,0.18511316423635976,-0.1969765820401468,0.006852061541645941,0.024588571672086862,0.971617511159603
1,"USP47","ubiquitin specific peptidase 47","103824438",-0.09696878088564465,-0.2067895224462592,0.2462394239478502,0.14306708593300213,0.03666490560849828,0.10783798168529453,-0.22008849285956975,0.02615093108828046,0.014588530290117608,0.8771314471358415
1,"PPM1G","protein phosphatase, Mg2+/Mn2+ dependent 1G","103824585",-0.09096247113328798,-0.30663964348745043,0.24947071980250793,0.35346758985177995,0.028051119481556457,0.2976994776114299,-0.21569783103454065,0.03377288876796727,0.10447443945491287,0.8892145200786779
1,"DALRD3","DALR anticodon binding domain containing 3","103817189",-0.0781779416934643,-0.35058016914958856,0.20309385691593126,0.395031824149702,0.005438972559837904,0.3818676268581758,-0.17972487015142993,0.023368986764501335,0.1484486712104655,0.9194914877976451
1,"PTPRA","protein tyrosine phosphatase receptor type A","103823097",-0.08508775425900006,-0.30267871147596725,0.1949844042937669,0.353412610100915,0.020608994754700027,0.41440188333023364,-0.1825799564058835,0.012404447887883396,0.14458313156877456,0.9605783704891891
1,"SMG7","SMG7 nonsense mediated mRNA decay factor","103814818",-0.08947807403383959,-0.09875691871211541,0.36736001110891764,0.30192491970691865,0.5157353235652947,0.049684571166948535,-0.2731580795882984,0.09420193152061924,0.01590544453600108,0.5937622189653394
1,"JAK1","Janus kinase 1","103815217",-0.1060311041017554,-0.056987125381370275,0.3181080913798665,0.13757207369347887,0.690177440653106,0.04800673651032032,-0.2650851497916886,0.05302294158817786,0.0065689025142290905,0.7506893021943898
1,"BCL9","BCL9 transcription coactivator","103818358",-0.11328838680933646,-0.566428187115653,0.370465814168691,0.5657563432088559,0.03166427830027711,0.4493560787858598,-0.298521293893682,0.07194452027500904,0.2431664787448058,0.8737581826923546
1,"MICALL1","MICAL like 1","103813603",-0.10586298240011573,-0.3642163965353319,0.4028506234223674,0.3583851617299263,0.02581137318685576,0.11570567913991865,-0.30728829411129815,0.09556232931106926,0.0437335233977261,0.6985429884360506
1,"UBE2O","ubiquitin conjugating enzyme E2 O","103819872",-0.11440421162539377,-0.3525862528614538,0.3990623768603575,0.19502107806010774,0.005438972559837904,0.04168547260246384,-0.31393540005557125,0.08512697680478626,0.008465499608922724,0.6550479857622744
1,"WNK1","WNK lysine deficient protein kinase 1","103820515",-0.08284335218225555,-0.27876493584043105,0.37077291637989207,0.3567033385964394,0.029153341962081785,0.05509636252177536,-0.2682298103722016,0.1025431060076905,0.02193465090867639,0.5732050834993734
1,"PIGT","phosphatidylinositol glycan anchor biosynthesis class T","103818794",-0.0721012372805262,-0.29100432933204046,0.28651693181522797,0.4481888870720053,0.026912326281427527,0.17452563494840198,-0.21535970318814018,0.07115722862708779,0.08316610305177233,0.7236324046878684
1,"KIAA0319L","KIAA0319 like","103822602",-0.08511389907102465,-0.2411868733617087,0.2990806341676964,0.23218207313310082,0.020893774810106323,0.056985868376841796,-0.23465421615487284,0.06442641801282356,0.01387526294010767,0.676173234938113
1,"NEK9","NIMA related kinase 9","103826910",-0.01752950857942797,-0.38556524212494475,0.4928091219170511,0.9035429317624563,0.020608994754700027,0.049456060647097136,-0.2639340695379535,0.22887505237909758,0.09334360123310564,0.2787688450756244
1,"FES","FES proto-oncogene, tyrosine kinase","103816284",-0.04565718355757042,-0.41149245340389795,0.5047164476723415,0.7292951238243709,0.013562112682979377,0.045649758525605835,-0.29801540739374116,0.2067010402786003,0.05790829735385355,0.3460465073610354
1,"CLPB","caseinolytic mitochondrial matrix peptidase chaperone subunit B","103820692",-0.04110594599445811,-0.41345217331542494,0.4582985120373646,0.7803628842416162,0.023451447080765294,0.10324473586928178,-0.27025520201313913,0.18804331002422547,0.11977942135150949,0.4379126534001752
1,"ZNF217","zinc finger protein 217","103818761",-0.03815741257871276,-0.35482294438312884,0.5473894116668936,0.7972149474918524,0.05140466831704642,0.0426171456173348,-0.31185211841215954,0.23553729325473405,0.06485379825300856,0.30955508969140755
1,"HEXA","hexosaminidase subunit alpha","103816148",-0.030172058645094854,-0.42150185102096727,0.548681399196553,0.8415397290531089,0.017973575496032925,0.03963603035604494,-0.30451275824337004,0.24416864095318291,0.06816225173214169,0.28083003636048487
1,"ATAD3A","ATPase family AAA domain containing 3A","103820796",-0.02532712455962783,-0.4185707211158881,0.5037494337629559,0.8807863778664725,0.029691804223174502,0.0883928647964965,-0.27720184144110577,0.22654759232185012,0.1321397644119517,0.3679509491894909
1,"UBXN2B","UBX domain protein 2B","103812435",-0.05825957574918258,-0.6912604037745428,0.6064489309318806,0.8340643496212484,0.03757304116363056,0.27624648528318907,-0.3614840412151216,0.244964889716759,0.258881118979734,0.6049131498650588
1,"APBB3","amyloid beta precursor protein binding family B member 3","103817445",-0.0739768057165442,-0.6405338195042384,0.5166400002246513,0.7576928840125943,0.033897487225569616,0.3212304463598727,-0.33229680582887117,0.18434319439578017,0.25722546646731653,0.6799890988820307
1,"APOA1","apolipoprotein A1","103822973",-0.04851679287197927,-0.6418036353210324,0.5292654165749231,0.8276434547981958,0.01557373975445948,0.22268490955138964,-0.3131495011594408,0.21611591541548228,0.2210386905787288,0.5692045971475876
1,"AHCYL2","adenosylhomocysteinase like 2","103822484",-0.08763107543459059,-0.516069871998223,0.6082645739943936,0.6590924186571491,0.04876229724460134,0.13986763515375045,-0.39176336243178733,0.21650121156260618,0.11359761373792879,0.5550048125701724
1,"CHD5","chromodomain helicase DNA binding protein 5","103820930",-0.06825430984748605,-0.4592837376517969,0.5587574318399096,0.6565151127436056,0.022576212378319232,0.06357069397663456,-0.3476330257674408,0.21112440607246868,0.06334316130737039,0.4298476456433659
1,"ITM2C","integral membrane protein 2C","103824204",-0.06104628754421972,-0.4705045118339492,0.5232201278012066,0.6788330813913441,0.013061897607185636,0.071878842456335093,-0.32265635144482435,0.2005637763563823,0.07175967001404447,0.43241354454332614
1,"SIK3","SIK family kinase 3","103822974",-0.07402074536941687,-0.3373128698203272,0.4652521170306694,0.5403420352139977,0.039242524621045535,0.05768778160251471,-0.30664680388475285,0.15860531314591653,0.04249081225432198,0.4683739739928975
1,"LNPEP","leucyl and cystinyl aminopeptidase","103821215",-0.06894308799487132,-0.523297556505556,0.43374758004850733,0.7343310991357322,0.04458731158650814,0.3337232550618575,-0.28581687801912625,0.14793070202938105,0.25722546646731653,0.7046963750140006
1,"UBL3","ubiquitin like 3","103827343",-0.09155361349181118,-0.4438281706761374,0.4334164114723531,0.5122663002047159,0.01950649597233881,0.1490631606344319,-0.30826181922798773,0.12515459224436537,0.08476597088437485,0.6514047305031081
1,"HP1BP3","heterochromatin protein 1 binding protein 3","103820872",-0.0607604877183999,-0.1800056410024622,0.4590679043373443,0.5742444268374286,0.2553571160193768,0.03225511182383572,-0.29029443988707204,0.16877346445027225,0.027971718306246566,0.3683269695118488
1,"PRRC2C","proline rich coiled-coil 2C","103823382",-0.04595503098255592,-0.24468128858466226,0.42599910814582675,0.6238490135656544,0.04772532811690396,0.018212606892518666,-0.2589545850554693,0.16704452309035744,0.020979516473544433,0.2834271761924311
1,"LOC103822246","proto-oncogene Mas-like","103822246",-0.2034739308142975,-1.8029262141011844,0.4288584420165689,0.7059806229116903,0.008987921419466591,0.7969757785532442,-0.41790315182258064,0.010955290193988254,0.5622301959433154,0.9945402001549257
1,"LOC103825190","zinc finger protein 37-like","103825190",-0.18193648370317553,-0.7097254156875328,0.38197926410188077,0.4296625483409622,0.028051119481556457,0.557239493211798,-0.3729261157541172,0.009053148347763551,0.2338145987313386,0.9892561448934729
1,"AP4B1","adaptor related protein complex 4 subunit beta 1","103823336",-0.25042346894535916,-0.11184702810966027,0.561912512841912,0.039442209146342125,0.6290159834125257,0.03696308914815183,-0.5313797253663152,0.03053278747559683,0.001152374371223175,0.9242268748855897
1,"AGGF1","angiogenic factor with G-patch and FHA domains 1","103819541",-0.17844079133495663,-0.3378202515798259,0.44031529040908834,0.07402868279807694,0.023753574884669386,0.05111245623653715,-0.3985984365395008,0.041716853869587525,0.003712846129395244,0.8712430460175379
1,"SETD5","SET domain containing 5","103817045",-0.16878039979488066,-0.3053285353091688,0.4524992487174075,0.039739261547293424,0.010734281439740843,0.01133244220764296,-0.3950300241535831,0.057469224563824355,3.8876512999059035e-4,0.765022037013563
1,"UBR4","ubiquitin protein ligase E3 component n-recognin 4","103824361",-0.16920277901829678,-0.31316841008385926,0.47522092520320897,0.0885038333997814,0.03609855260469242,0.0324947587058615,-0.40681324161990123,0.0684076835833077,0.0027587170418802926,0.7713608457787288
1,"LOC103821879","uncharacterized LOC103821879","103821879",-0.14193732991682495,-0.6309633742707031,0.3246092740880014,0.42211009453344833,0.009826470791811965,0.4965499659680002,-0.3042419669608244,0.02036730712717704,0.2027327248751249,0.9670319646481619
1,"RUBCN","rubicon autophagy regulator","103815619",-0.18889124135479646,-0.40483005732515354,0.42740538974541814,0.02757142765748772,6.172191522630143e-4,0.0209040651278146,-0.4025939362275055,0.024811453517912585,4.6009751120231287e-4,0.9113301287594201
1,"ANKRD17","ankyrin repeat domain 17","103823467",-0.19801232488800266,-0.3565660061066238,0.4381139399872965,0.020221299127503655,0.0030872741724094896,0.017977166193970006,-0.4170692948816515,0.021044645105644955,2.71049986665646e-4,0.9250004132060112
1,"LATS2","large tumor suppressor kinase 2","103827314",-0.11269101442561218,-0.861419849236355,0.6405815446080091,0.7169904847790806,0.03108723331847891,0.3617210716619279,-0.43298178672961546,0.20759975787839366,0.2626362588933572,0.7350043679398715
1,"LOC108963590","D(1) dopamine receptor-like","108963590",-0.13162364973740417,-0.9068761726358615,0.6386960633432003,0.6626143768621124,0.022576212378319232,0.3588348702036992,-0.45097168140900434,0.18772438193419597,0.2368726714354514,0.7653951917007016
1,"TOB1","transducer of ERBB2, 1","103819814",-0.21005104041794392,-1.0750662752969145,0.6236903313241635,0.35946712754140303,5.159471625529793e-4,0.25284076652605425,-0.5218962060800244,0.10179412524413785,0.09079214608647551,0.8530026706681669
1,"GLCE","glucuronic acid epimerase","103816259",-0.15313071283729682,-0.760288213195203,0.606295628733383,0.5489922618494263,0.02705295209753443,0.3040706098924389,-0.45627852720398965,0.15001710152939343,0.16611947474705588,0.7859748718488772
1,"LOC115485480","mas-related G-protein coupled receptor member H-like","115485480",-0.17822578565982192,-0.8055933400754328,0.6104740708355066,0.4471871732786817,0.012413181317488812,0.26387004734197406,-0.4834628210775752,0.1270112497579314,0.11696070150835883,0.8078279127089275
1,"DNAH17","dynein axonemal heavy chain 17","103819739",-0.1677086503133612,-0.6396234503013006,0.670889181698442,0.2004506388814214,4.3607496270844774e-4,0.018215520785360113,-0.503153241162581,0.16773594053586108,0.004642407837220837,0.5311467412351945
1,"PALS2","protein associated with LIN7 2, MAGUK p55 family member","PALS2",-0.18599418209664553,-0.8116480190880183,0.689932977571667,0.506787464829567,0.03382908519475098,0.28621750976567334,-0.530960670882479,0.158972306689188,0.1434622840552149,0.7957170834512803
1,"ZNF276","zinc finger protein 276","103816898",-0.1601506002835726,-0.4952862055358302,0.6208428969032244,0.34783398896918544,0.04361814429171447,0.09823718704905243,-0.47057204873518477,0.1502708481680396,0.0362403069770497,0.676173234938113
1,"ZNF292","zinc finger protein 292","103819380",-0.1711327006900277,-0.44348789858588167,0.5856932507984903,0.24999292533975892,0.04164746136315955,0.07658641245019422,-0.4639793260892741,0.12171392470921619,0.019313432066382162,0.7112363380987574
1,"MED13","mediator complex subunit 13","103820176",-0.221753232869651,-0.5401191173396482,0.7112840423637469,0.11252803822599264,0.008987921419466591,0.02189760765370689,-0.5773952540515245,0.13388878831222376,0.00258139181388105,0.6643233187271366
1,"SLC46A1","solute carrier family 46 member 1","103820284",-0.2083646416848341,-0.47914038251464464,0.6682335977116772,0.2024757303003461,0.04901136814658376,0.06704756033177395,-0.5424814405406727,0.12575215717100455,0.013941941479015677,0.7352491430851188
1,"KIF13B","kinesin family member 13B","103821347",-0.18585442217681172,-0.5166451101996388,0.6290025960733308,0.15823833476242014,0.007214876999624739,0.03213519813756739,-0.5003557202134771,0.12864687585985365,0.005377643969749438,0.6526020105370501
1,"DDR2","discoidin domain receptor tyrosine kinase 2","103824316",-0.20022999023360888,-0.5836233325876874,0.5633384845561641,0.3172776228956816,0.04360542960448564,0.2328277044309813,-0.4818992325116909,0.08143925204447314,0.07307511201811495,0.868629270359967
1,"LOC127060226","uncharacterized LOC127060226","127060226",-0.18217716311605248,-0.5481224491903924,0.5619590579344096,0.29528375572618903,0.028427646162831513,0.15726449955741187,-0.46315669208325727,0.09880236585115232,0.04673435006301076,0.8042340716191676
1,"CPEB2","cytoplasmic polyadenylation element binding protein 2","103826140",-0.13976677582616226,-0.6013064106282499,0.5192819204504686,0.4486683453390757,0.019268263799859915,0.21418091445614584,-0.3994077360513953,0.11987418439907332,0.09957744911141678,0.7672932571300428
1,"C26H1orf116","chromosome 26 C1orf116 homolog","C26H1orf116",-0.15480502040675992,-0.5987395640955915,0.4873124736812479,0.3784013255285163,0.016341791627255572,0.23721532337113307,-0.3984612572473826,0.08885121643386532,0.08967107934540901,0.8249134274283174
1,"DVL1","dishevelled segment polarity protein 1","103820790",-0.13012444465072703,-0.6015367498006454,0.5847302603780219,0.5542683211867574,0.04284308236713134,0.22681592101794712,-0.4224895748397393,0.16224068553828264,0.13201430842438905,0.7187611831812508
1,"DYNC2H1","dynein cytoplasmic 2 heavy chain 1","103812524",-0.1270428664776583,-0.5065474405807293,0.5578745208326665,0.472171294683986,0.038367882156468955,0.1480864649509921,-0.40598012689399027,0.1518943939386762,0.07547020528997601,0.6725651288962736
1,"RESF1","retroelement silencing factor 1","RESF1",-0.12739829367358874,-0.425951640012368,0.5661935281582469,0.34620370401344847,0.027050353181542322,0.051710140729819755,-0.4104950577527122,0.15569847040553472,0.020178923910767966,0.5708326597645254
1,"SCAMP3","secretory carrier membrane protein 3","108963476",-0.11308297891416849,-0.3640269775256382,0.6818984696239826,0.391395419312855,0.053130407674020885,0.013598491519840395,-0.45403221372615976,0.2278662558978228,0.007967344708092084,0.3489970973919023
1,"LOC103815337","mitochondrial ubiquitin ligase activator of nfkb 1-A-like","103815337",-0.1003633918311562,-0.23459722331275404,0.5706540385109228,0.3488711292329612,0.14776631822172623,0.011089954035699357,-0.3856904110866176,0.18496362742430522,0.005790202963139968,0.3536066860088046
1,"NUDC","nuclear distribution C, dynein complex regulator","103823530",-0.12526286931977776,-0.31579140433939773,0.5131004141124647,0.26609972731399145,0.05591263042157678,0.035294676230219084,-0.3818130763760101,0.13128733773645457,0.010928280771935955,0.5722633392800903
